"id","route_name","route_link","busname","bustype","departing_time","duration","reaching_time","star_rating","price","seats_available"
4358,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan (Bhorpet)","AC Seater (2+2)","","04h 20m","",3,"320.00",0
4359,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Samanta Travels","A/C Seater (2+3)","","03h 40m","",3.7,"300.00",61
4360,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan (ANGEL)","A/C Seater Push Back (2+2)","","04h 02m","",3,"320.00",0
4361,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Parameswar Travels","A/C Seater Push Back (2+3)","","04h 45m","",2.8,"213.00",0
4362,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan(SONAMONI)","A/C Seater (2+3)","","04h 12m","",1.8,"270.00",20
4363,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Parisheba","AC Seater (2+3)","","03h 50m","",1.1,"333.00",25
4364,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Subhadip Travels(Radha Gobinda)","A/C Seater (2+3)","","04h 55m","",4.2,"288.00",62
4365,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","City Express (Maa Chandi)","AC Seater (2+3)","","03h 55m","",3.9,"270.00",21
4366,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","City Express (Ruposhi)","AC Seater (2+3)","","04h 25m","",3.9,"270.00",31
4367,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan (Ruposhi)","AC Seater (2+3)","","04h 15m","",3,"270.00",30
4368,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan(Maa Chandi)","AC Seater (2+3)","","03h 55m","",3,"270.00",20
4369,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 10m","",2.8,"285.00",0
4370,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Arunita Paribahan","A/C Seater (2+3)","","04h 07m","",2.7,"270.00",36
4371,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","03h 55m","",3.6,"299.00",36
4372,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Parameswar Travels","A/C Seater Push Back (2+3)","","04h 20m","",2.8,"238.00",46
4373,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","City Express (Maa Gouri)","AC Seater (2+3)","","04h 13m","",3.9,"270.00",21
4374,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","City Express (Maa Gouri)","AC Seater (2+3)","","04h 00m","",3.9,"270.00",21
4375,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels(Lokenath)","A/C Seater Push Back (2+3)","","04h 40m","",3.2,"299.00",0
4376,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Parameswar Travels","A/C Seater Push Back (2+3)","","04h 20m","",2.8,"238.00",51
4377,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Kojagor)","A/C Seater Push Back (2+3)","","04h 30m","",3.2,"291.00",26
4378,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Bengal Surface Transport","A/C Seater Push Back (2+3)","","03h 41m","",2.1,"303.00",61
4379,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Samanta)","A/C Seater (2+3)","","04h 00m","",3.2,"291.00",20
4380,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan(Janhabi)","A/C Seater Push Back (2+3)","","03h 55m","",1.7,"315.00",31
4381,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels(Angel)","A/C Seater (2+2)","","04h 42m","",3.2,"299.00",0
4382,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Maity)","A/C Seater (2+3)","","04h 35m","",3.2,"299.00",0
4383,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Arunita Paribahan","AC Seater (2+2)","","04h 15m","",2.7,"333.00",0
4384,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Bhorpet Travels)","AC Seater (2+2)","","04h 20m","",3.2,"347.00",0
4385,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Mayuri)","A/C Seater (2+2)","","04h 30m","",3.2,"347.00",0
4386,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan (Maa Gouri)","AC Seater (2+3)","","04h 00m","",3,"270.00",20
4387,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan (Shinjini)","AC Seater (2+2)","","04h 15m","",3,"320.00",0
4388,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Haimanti Bus Service","AC Seater (2+3)","","05h 10m","",3,"230.00",0
4389,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan (Maa Gouri)","AC Seater (2+3)","","04h 13m","",3,"270.00",20
4390,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan (Maity Motor)","A/C Seater Push Back (2+3)","","04h 00m","",2.5,"360.00",0
4391,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Haimanti Bus Service","AC Seater (2+3)","","04h 20m","",3,"200.00",20
4392,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Basu Travels","A/C Seater Push Back (2+3)","","03h 55m","",1.4,"319.00",30
4393,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Samanta Travels","A/C Seater (2+3)","","04h 50m","",3.4,"300.00",16
4394,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Parisheba(Samanta)","AC Seater (2+3)","","04h 15m","",2.5,"333.00",25
4395,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Bengal Surface Transport","A/C Seater Push Back (2+3)","","04h 01m","",2.1,"319.00",0
4396,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Sagar Kanya)","A/C Seater Push Back (2+3)","","04h 30m","",2.8,"299.00",0
4397,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Basu Travels","A/C Seater Push Back (2+3)","","03h 35m","",3.2,"375.00",0
4398,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Basu Travels","A/C Seater Push Back (2+3)","","03h 50m","",2.5,"319.00",30
4399,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Bengal Surface Transport","A/C Seater Push Back (2+3)","","03h 55m","",2.1,"335.00",0
4400,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan(Atithi)","A/C Seater (2+3)","","04h 35m","",2.5,"378.00",0
4401,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Subhadip Travels(Kojagar)","Non AC Seater (2+3)","","04h 20m","",4.2,"378.00",31
4402,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Subhadip Travels","A/C Executive (2+3)","","03h 30m","",4.2,"378.00",46
4403,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan(Atithi)","A/C Seater Push Back (2+3)","","05h 50m","",2.5,"378.00",0
4404,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan","A/C Push Back (2+3)","","04h 00m","",2.5,"378.00",21
4405,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Basu Travels","A/C Seater Push Back (2+3)","","03h 35m","",3.2,"399.00",0
4406,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","Non AC Seater (2+3)","","04h 50m","",3.6,"220.00",40
4407,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","06h 15m","",3.6,"349.00",46
4408,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 05m","",3.6,"200.00",0
4409,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan (Shinjini)","AC Seater (2+3)","","04h 00m","",3,"351.00",36
4410,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","03h 30m","",3.6,"299.00",46
4411,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 39m","",3.6,"349.00",46
4412,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 55m","",3.6,"200.00",0
4413,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 00m","",3.6,"249.00",46
4414,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","A/C Seater / Sleeper (2+2)","","04h 56m","",3.6,"349.00",0
4415,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","03h 55m","",3.6,"250.00",41
4416,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 30m","",3.6,"299.00",46
4417,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels(Janhabi)","A/C Seater Push Back (2+3)","","04h 00m","",3.2,"291.00",24
4418,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Parisheba","A/C Push Back (2+3)","","04h 00m","",2.5,"333.00",19
4419,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Basu Travels","A/C Seater Push Back (2+3)","","03h 43m","",3.2,"312.00",20
4420,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan( Haimanti)","A/C Seater Push Back (2+3)","","03h 50m","",2.5,"333.00",41
4421,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan(Parameswar)","A/C Seater (2+3)","","04h 10m","",2.5,"405.00",0
4422,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Santosh)","A/C Seater / Sleeper (2+2)","","03h 35m","",3.2,"333.00",0
4423,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Parisheba (Bhunia)","AC Seater (2+3)","","04h 10m","",2.5,"333.00",41
4424,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Parisheba","AC Seater (2+3)","","04h 00m","",2.5,"333.00",41
4425,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Anadi Travels (Disha Gold)","A/C Seater Push Back (2+3)","","05h 30m","",1,"500.00",0
4426,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Friends Travels","A/C Seater (2+3)","","04h 00m","",2.8,"324.00",15
4427,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Friends Travels","A/C Seater (2+3)","","0-4h 0-45m","",2.8,"324.00",20
4428,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Friends Travels","A/C Seater (2+3)","","04h 45m","",2.8,"324.00",0
4429,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Pariseba(Santosh)","AC Seater (2+3)","","03h 55m","",2.5,"333.00",15
4430,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan","AC Seater (2+3)","","04h 30m","",2.5,"360.00",41
4431,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Parisheba","AC Seater (2+3)","","04h 10m","",2.5,"333.00",20
4432,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Parisheba","AC Seater (2+3)","","04h 10m","",2.5,"333.00",20
4433,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Bengal Surface Transport","A/C Seater Push Back (2+3)","","03h 40m","",2.1,"319.00",20
4434,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - GARIA - 10:30 (DIGHA DEPOT) - 2680","Non AC Seater (2+3)","","05h 30m","",3.6,"162.00",46
4435,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - BELGHARIA - 10:40 (BEL DEPOT) - 1363","Non AC Seater (2+3)","","05h 00m","",3,"155.00",44
4436,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KOLKATA - 11:10 (HWH DEPOT) - 536","Non AC Seater (2+3)","","04h 30m","",2.5,"155.00",52
4437,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - BELGHARIA - 11:15 (BEL DEPOT) - 3713","Non AC Seater (2+3)","","04h 30m","",3.5,"153.00",52
4438,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - THAKURPUKUR - 11:20 (DIGHA DEPOT) - 775","Non AC Seater (2+3)","","04h 30m","",3.5,"155.00",50
4439,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - BADAMTALA - 11:30 (BEL DEPOT) - 514","Non AC Seater (2+3)","","05h 00m","",3.1,"154.00",50
4440,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - FALTA - VIA - KOLKATA - 11:35 (FALTA DEPOT - 3703","Non AC Seater (2+3)","","04h 30m","",2.9,"155.00",52
4441,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KOLKATA - 11:50 (HWH DEPOT) - 1354","Non AC Seater (2+3)","","04h 30m","",2.7,"155.00",52
4442,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - BELGHORIA - 12:00 (BEL DEPOT) - 537","Non AC Seater (2+3)","","04h 30m","",4.4,"153.00",50
4443,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - GARIA - VIA - CONTAI - 12:10 - 773","Non AC Seater (2+3)","","05h 30m","",3.3,"162.00",52
4444,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - BIRATI - 12:20 (BEL DEPOT) - 772","Non AC Seater (2+3)","","05h 00m","",3.5,"155.00",52
4445,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - FALTA - VIA - KOLKATA - 12:35 (FALTA DEPOT - 3705","Non AC Seater (2+3)","","11h 25m","",3.5,"160.00",0
4446,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - NAIHATI - 12:40 (BEL DEPOT) - 3693","Non AC Seater (2+3)","","05h 00m","",4.5,"154.00",52
4447,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KOLKATA - 12:50 (HOWRAH) - 829","Non AC Seater (2+3)","","04h 30m","",2.8,"155.00",52
4448,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - BELGHARIA - A/C - 13:00 (BEL DEPOT) - 1577","AC Seater (2+2)","","05h 00m","",4,"310.00",35
4449,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - BARUIPUR - 13:00 (DIGHA DEPOT) - 515","Non AC Seater (2+3)","","05h 30m","",2.2,"162.00",41
4450,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - DUMDUM - 13:10 VIA - DUNLOP - (BEL DEPOT) - 525","Non AC Seater (2+3)","","04h 30m","",4.1,"155.00",52
4451,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KOLKATA - EXPRESS 2/2 SEAT - 13:10 (HWH D - 3833","Express (Non AC Seater 2+2)","","04h 35m","",5,"210.00",35
4452,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - FALTA - VIA - KOLKATA - 13:20 (FALTA DEPOT - 518","Non AC Seater (2+3)","","10h 40m","",3.5,"160.00",0
4453,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KHARDAH - 13:20 (BEL DEPOT) - 521","Non AC Seater (2+3)","","05h 00m","",2.2,"154.00",48
4454,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KOLKATA - 13:30 (HWH DEPOT) - 1811","Non AC Seater (2+3)","","04h 30m","",3,"155.00",52
4455,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - HABRA - 13:40 (DIGHA DEPOT) - 522","Non AC Seater (2+3)","","04h 30m","",3.5,"155.00",49
4456,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - FALTA - VIA - KOLKATA - 13:45 - 513","Non AC Seater (2+3)","","04h 30m","",2.8,"155.00",52
4457,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KARUNAMOYEE - 13:50 (BEL DEPOT) - 1446","Non AC Seater (2+3)","","04h 30m","",2.9,"155.00",52
4458,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - NEW BARRACKPUR - 14:00 (BEL DEPOT) - 1698","Non AC Seater (2+3)","","04h 30m","",3,"153.00",52
4459,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - NAIHATI - 14:10 (BEL DEPOT) - 3694","Non AC Seater (2+3)","","05h 00m","",3.1,"154.00",50
4460,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - BELGHARIA - EXPRESS 2/2 SEAT - 14:15 (BEL - 3835","Express (Non AC Seater 2+2)","","05h 00m","",3.5,"210.00",35
4461,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - BARASAT - 14:20 (DIGHA DEPOT) - 516","Non AC Seater (2+3)","","04h 30m","",4.1,"155.00",50
4462,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KARUNAMOYEE - A/C - 14:30 (DIGHA DEPOT) - 3962","AC Seater (2+2)","","05h 00m","",2.6,"360.00",37
4463,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - THAKURPUR - 14:30 (DIG DEPOT) - 839","Non AC Seater (2+3)","","04h 30m","",3.3,"155.00",48
4464,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - GARIA - VIA - KOLKATA - 14:40 (FALTA DEPOT - 3489","Non AC Seater (2+3)","","05h 30m","",3.1,"162.00",52
4465,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - GARIA - A/C - 14:50 (DIG DEPOT) - 735","AC Seater (2+2)","","04h 30m","",3.2,"310.00",37
4466,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - GARIA - VIA - KOLKATA - 15:10 - 734","Non AC Seater (2+3)","","05h 30m","",4.1,"162.00",52
4467,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KARUNAMOYEE - VIA DUNLOP - 15:20 (DIGHA) - 3244","Non AC Seater (2+3)","","05h 00m","",3.4,"170.00",46
4468,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KUDGHAT - VIA - KOLKATA - 15:30 (DIGHA) - 2684","Non AC Seater (2+3)","","04h 30m","",3.5,"155.00",52
4469,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - GARIA - VIA - KOLKATA - 16:40 (FALTA DEPOT - 3704","Non AC Seater (2+3)","","04h 30m","",3.7,"155.00",52
4470,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","SBSTC-DIGHA - KOLKATA - 17:15 (DIGHA DEPOT) - 1158","Non AC Seater (2+3)","","04h 30m","",2.9,"155.00",52
4471,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Express Line","Volvo 9600 Multi Axle Semi-Sleeper (2+2)","","04h 30m","",4.5,"299.00",23
4472,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Mayuri Express","A/C Seater (2+3)","","04h 45m","",4.3,"270.00",57
4473,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Greenline","Volvo A/C Seater (2+2)","","04h 45m","",4.5,"300.00",36
4474,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","","05h 10m","",4.3,"300.00",24
4475,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Mayuri Express","AC Seater (2+2)","","05h 00m","",3.9,"270.00",37
4476,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","","05h 20m","",3.8,"300.00",8
4477,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Pariseba(Samanta)","A/C Seater Push Back (2+3)","","04h 35m","",3,"243.00",36
4478,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Monikanchan Bus Service","Non AC Seater (2+3)","","04h 35m","",4.2,"194.00",44
4479,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Parisheba (Santosh)","AC Seater (2+3)","","04h 35m","",3.2,"243.00",35
4480,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Express Line","VE A/C Seater (2+2)","","04h 55m","",4.1,"299.00",32
4481,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Samanta Travels","A/C Seater (2+3)","","04h 50m","",3.3,"300.00",20
4482,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan(Shinjini)","A/C Seater (2+3)","","05h 25m","",3.8,"288.00",0
4483,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","City Express (Shinjini)","AC Seater (2+3)","","05h 25m","",3.6,"288.00",0
4484,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Ankita Paribahan(Atithi)","A/C Seater Push Back (2+3)","","04h 15m","",3.1,"270.00",41
4485,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Maa Chandi Travels","A/C Seater / Sleeper (2+2)","","04h 40m","",3.7,"300.00",17
4486,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 35m","",3.4,"238.00",0
4487,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan","AC Seater (2+3)","","04h 25m","",3.8,"338.00",23
4488,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Satya Paribahan","A/C Seater (2+3)","","04h 45m","",3,"320.00",0
4489,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Sree Jagannath Travels","A/C Seater Push Back (2+3)","","05h 00m","",3.3,"250.00",30
4490,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan(Jackson)","AC Seater (2+2)","","04h 50m","",3,"320.00",24
4491,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","City Express (Angel)","AC Seater (2+3)","","04h 40m","",2.8,"320.00",31
4492,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Ankita Paribahan(Atithi)","A/C Seater Push Back (2+3)","","04h 30m","",2.9,"270.00",41
4493,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","City Express (Shinjini)","AC Seater (2+3)","","04h 35m","",2.1,"270.00",23
4494,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Sneha Gold Bus Service","A/C Seater (2+3)","","05h 00m","",3.2,"300.00",20
4495,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Parisheba (Manikanchan)","AC Seater (2+3)","","04h 25m","",3.1,"333.00",9
4496,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","The Joy Ride","A/C Seater / Sleeper (2+2)","","05h 15m","",3.9,"520.00",0
4497,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Ankita Paribahan (Maity Motor)","A/C Seater Push Back (2+3)","","04h 25m","",2.4,"270.00",40
4498,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan","A/C Seater / Sleeper (2+2)","","05h 00m","",2.7,"378.00",47
4499,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","City Express","AC Seater (2+3)","","04h 50m","",2.4,"320.00",24
4500,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan","Non AC Seater (2+3)","","04h 30m","",2.2,"198.00",46
4501,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Parameswar Travels","A/C Seater Push Back (2+3)","","06h 00m","",1.6,"238.00",0
