"id","route_name","route_link","busname","bustype","departing_time","duration","reaching_time","star_rating","price","seats_available"
1,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan(Shinjini)","A/C Seater (2+3)","","05h 25m","",3.8,"288.00",0
2,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","City Express (Shinjini)","AC Seater (2+3)","","05h 25m","",3.6,"288.00",0
3,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Satya Paribahan","A/C Seater (2+3)","","04h 45m","",3,"320.00",0
4,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 35m","",3.4,"238.00",0
5,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","The Joy Ride","A/C Seater / Sleeper (2+2)","","05h 15m","",3.9,"520.00",0
6,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan (Shinjini)","AC Seater (2+3)","","04h 40m","",2.3,"288.00",0
7,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Parameswar Travels","A/C Seater Push Back (2+3)","","06h 00m","",1.6,"238.00",0
8,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Aradhana Travels","A/C Seater / Sleeper (2+2)","","04h 25m","",1.5,"450.00",20
9,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Aradhana Travels","A/C Seater / Sleeper (2+1)","","04h 29m","",1.6,"450.00",39
10,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Parisheba(Santosh)","A/C Seater Push Back (2+3)","","05h 20m","",2.2,"333.00",0
11,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan","A/C Seater (2+3)","","04h 30m","",2.1,"333.00",0
12,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Aradhana Bus Service","A/C Seater / Sleeper (2+2)","","05h 00m","",1.2,"550.00",0
13,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Arunita Paribahan","A/C Seater (2+3)","","04h 55m","",1.7,"333.00",0
14,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","RAYAN","A/C Seater / Sleeper (2+1)","","05h 20m","",2.3,"500.00",0
15,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Aradhana Travels","Non AC Seater (2+3)","","05h 40m","",1.5,"450.00",0
16,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-KOLKATA - DIGHA - 23:30 (DIGHA DEPOT) - 3988","Non AC Seater (2+3)","","04h 30m","",3.9,"155.00",0
17,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745","Non AC Seater (2+3)","","04h 30m","",4.3,"155.00",0
18,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","","05h 00m","",4.6,"300.00",0
19,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels(Maa Chandi)","A/C Seater / Sleeper (2+2)","","05h 13m","",4.3,"338.00",0
20,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Mayuri Express","AC Seater (2+2)","","05h 15m","",4.1,"280.00",0
21,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","AdSagufta Travels (Santosh)","A/C Seater / Sleeper (2+2)","","04h 10m","",3.6,"324.00",0
22,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Express Line","VE A/C Seater (2+2)","","05h 00m","",4.3,"299.00",0
23,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Maa Chandi Travels","A/C Seater / Sleeper (2+2)","","05h 13m","",4.1,"400.00",0
24,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Bhorpet Travels)","AC Seater (2+2)","","04h 40m","",4.3,"338.00",0
25,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 15m","",3.2,"213.00",0
26,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 01m","",3.2,"213.00",0
27,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (Bhorpet)","AC Seater (2+2)","","04h 50m","",3.7,"320.00",0
28,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Shinjini)","AC Seater (2+2)","","04h 50m","",3.9,"320.00",0
29,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels(Angel)","A/C Seater (2+2)","","05h 12m","",4.2,"291.00",0
30,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Mayuri)","A/C Seater (2+2)","","04h 45m","",3.8,"338.00",0
31,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Shinjini)","AC Seater (2+3)","","05h 05m","",2.9,"333.00",0
32,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 05m","",2.5,"285.00",0
33,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 55m","",2.2,"230.00",0
34,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Maity)","A/C Seater (2+3)","","04h 55m","",3.1,"291.00",0
35,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan(Shinjini)","A/C Seater (2+3)","","04h 40m","",2.6,"320.00",0
36,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Atithi)","A/C Seater Push Back (2+3)","","05h 01m","",2.8,"291.00",0
37,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Bengal Surface Transport","A/C Seater / Sleeper (2+2)","","05h 05m","",3,"440.00",0
38,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (ANGEL)","A/C Seater Push Back (2+2)","","05h 02m","",1.7,"320.00",0
39,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Arunita Paribahan","AC Seater (2+2)","","05h 00m","",4.1,"320.00",0
40,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan(Atithi)","A/C Seater (2+3)","","05h 05m","",3,"378.00",0
41,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels(Lokenath)","A/C Seater Push Back (2+3)","","05h 00m","",2.3,"291.00",0
42,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (Shinjini)","AC Seater (2+2)","","04h 50m","",3.5,"320.00",0
43,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan(Atithi)","A/C Seater Push Back (2+3)","","06h 40m","",3.1,"378.00",0
44,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Samanta Travels","A/C Seater (2+3)","","04h 40m","",2.2,"300.00",61
45,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Bengal Surface Transport","A/C Seater Push Back (2+3)","","05h 01m","",2,"319.00",0
46,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Haimanti Bus Service","AC Seater (2+3)","","05h 40m","",1.8,"230.00",0
47,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan( Haimanti)","A/C Seater Push Back (2+3)","","04h 15m","",3,"333.00",0
48,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Basu Travels","A/C Seater Push Back (2+3)","","05h 00m","",3.5,"399.00",0
49,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan (Maity Motor)","A/C Seater Push Back (2+3)","","04h 40m","",3.1,"360.00",0
50,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 35m","",3.3,"299.00",46
51,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Sagar Kanya)","A/C Seater Push Back (2+3)","","04h 35m","",2.5,"291.00",0
52,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Friends Travels","A/C Seater (2+3)","","05h 15m","",2.8,"350.00",0
53,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Bengal Surface Transport","A/C Seater Push Back (2+3)","","05h 10m","",2.7,"335.00",0
54,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","A/C Seater / Sleeper (2+2)","","05h 31m","",2,"349.00",0
55,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Ankita Paribahan(Parameswar)","A/C Seater (2+3)","","04h 50m","",3.1,"405.00",0
56,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Basu Travels","A/C Seater Push Back (2+3)","","05h 05m","",2.3,"375.00",0
57,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba","AC Seater (2+3)","","04h 40m","",2.2,"333.00",0
58,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","05h 10m","",2.7,"200.00",0
59,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Anadi Travels (Disha Gold)","A/C Seater Push Back (2+3)","","05h 40m","",1,"500.00",0
60,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 35m","",2.7,"200.00",0
61,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SANTOSH BUS SERVICE","AC Seater (2+3)","","05h 15m","",2.7,"300.00",46
62,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Parisheba","AC Seater (2+3)","","04h 40m","",2.8,"333.00",20
63,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Satya Paribahan","A/C Seater (2+3)","","04h 05m","",3.2,"320.00",0
64,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","City Express (Shinjini)","AC Seater (2+3)","","04h 55m","",3,"288.00",0
65,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Aradhana Travels","A/C Seater / Sleeper (2+1)","","03h 59m","",3.7,"450.00",45
66,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Snemita Parisheba(Santosh)","A/C Seater Push Back (2+3)","","04h 40m","",2.8,"333.00",0
67,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 00m","",1.4,"285.00",31
68,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Parameswar Travels","A/C Seater Push Back (2+2)","","04h 30m","",2.1,"285.00",42
69,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Ankita Paribahan - Parameswar","A/C Seater (2+3)","","04h 00m","",1.5,"270.00",36
70,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Parameswar Travels","A/C Seater Push Back (2+3)","","04h 40m","",1.6,"238.00",0
71,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Parameswar Travels","A/C Seater Push Back (2+3)","","04h 55m","",1.6,"238.00",0
72,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Ankita Paribahan","Non AC Seater (2+3)","","04h 00m","",2.6,"270.00",44
73,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Snemita Paribahan(Shinjini)","A/C Seater (2+3)","","04h 55m","",2.4,"288.00",0
74,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Snemita Paribahan (Shinjini)","AC Seater (2+3)","","04h 16m","",2.4,"288.00",0
75,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Snemita Parisheba","AC Seater (2+3)","","04h 00m","",2.8,"333.00",41
76,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Satya Paribahan","A/C Seater (2+3)","","04h 00m","",3.2,"300.00",57
77,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Aradhana Travels","Non AC Seater (2+3)","","05h 10m","",3.7,"450.00",0
78,"Mandarmani to Kolkata","https://www.redbus.in/bus-tickets/mandarmani-to-kolkata","Aradhana Bus Service","A/C Seater / Sleeper (2+2)","","04h 40m","",2.4,"550.00",0
79,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","","04h 15m","",4.7,"300.00",0
80,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Express Line","VE A/C Seater (2+2)","","04h 20m","",4.4,"299.00",0
81,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels(Maa Chandi)","A/C Seater / Sleeper (2+2)","","04h 30m","",4.5,"338.00",0
82,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Maa Chandi Travels","A/C Seater / Sleeper (2+2)","","04h 23m","",3.9,"400.00",0
83,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Mayuri Express","AC Seater (2+2)","","03h 45m","",3.9,"280.00",0
84,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Atithi)","A/C Seater Push Back (2+3)","","04h 31m","",3,"291.00",0
85,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Parameswar Travels","A/C Seater Push Back (2+3)","","04h 31m","",3,"213.00",0
86,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan(Shinjini)","A/C Seater (2+3)","","04h 10m","",3,"320.00",0
87,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","City Express (Shinjini)","AC Seater (2+2)","","04h 15m","",3.9,"320.00",0
88,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Pariseba(Santosh)","AC Seater (2+3)","","03h 30m","",2.2,"333.00",20
89,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Parameswar Travels","A/C Seater Push Back (2+3)","","04h 35m","",2.7,"285.00",0
90,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Parameswar Travels","A/C Seater Push Back (2+3)","","04h 45m","",2.8,"213.00",0
91,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan (ANGEL)","A/C Seater Push Back (2+2)","","04h 02m","",3,"320.00",0
92,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","City Express (Shinjini)","AC Seater (2+3)","","04h 20m","",3.9,"333.00",0
93,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Samanta Travels","A/C Seater (2+3)","","03h 40m","",3.7,"300.00",61
94,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan (Bhorpet)","AC Seater (2+2)","","04h 20m","",3,"320.00",0
95,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Maity)","A/C Seater (2+3)","","04h 35m","",3.2,"291.00",0
96,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels(Angel)","A/C Seater (2+2)","","04h 42m","",3.2,"291.00",0
97,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Bhorpet Travels)","AC Seater (2+2)","","04h 20m","",3.2,"338.00",0
98,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Mayuri)","A/C Seater (2+2)","","04h 30m","",3.2,"347.00",0
99,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels(Lokenath)","A/C Seater Push Back (2+3)","","04h 40m","",3.2,"291.00",0
100,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Haimanti Bus Service","AC Seater (2+3)","","05h 10m","",3,"230.00",0
101,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Arunita Paribahan","AC Seater (2+2)","","04h 15m","",2.7,"333.00",0
102,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan (Maity Motor)","A/C Seater Push Back (2+3)","","04h 00m","",2.5,"360.00",0
103,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Paribahan (Shinjini)","AC Seater (2+2)","","04h 15m","",3,"320.00",0
104,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 10m","",2.8,"230.00",0
105,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Bengal Surface Transport","A/C Seater Push Back (2+3)","","04h 01m","",2.1,"319.00",0
106,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Sagar Kanya)","A/C Seater Push Back (2+3)","","04h 30m","",2.8,"291.00",0
107,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Basu Travels","A/C Seater Push Back (2+3)","","03h 35m","",3.2,"375.00",0
108,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Bengal Surface Transport","A/C Seater Push Back (2+3)","","03h 55m","",2.1,"335.00",0
109,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 30m","",3.6,"299.00",46
110,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan(Atithi)","A/C Seater Push Back (2+3)","","05h 50m","",2.5,"378.00",0
111,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan(Atithi)","A/C Seater (2+3)","","04h 35m","",2.5,"378.00",0
112,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","03h 30m","",3.6,"299.00",46
113,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Bengal Surface Transport","A/C Seater / Sleeper (2+2)","","04h 05m","",2.1,"440.00",0
114,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","A/C Seater / Sleeper (2+2)","","04h 56m","",3.6,"349.00",0
115,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 55m","",3.6,"200.00",0
116,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Basu Travels","A/C Seater Push Back (2+3)","","03h 35m","",3.2,"399.00",0
117,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","SANTOSH BUS SERVICE","AC Seater (2+3)","","04h 05m","",3.6,"200.00",0
118,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Sagufta Travels (Santosh)","A/C Seater / Sleeper (2+2)","","03h 35m","",3.2,"324.00",0
119,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Anadi Travels (Disha Gold)","A/C Seater Push Back (2+3)","","05h 30m","",1,"500.00",0
120,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Friends Travels","A/C Seater (2+3)","","04h 45m","",2.8,"350.00",0
121,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan( Haimanti)","A/C Seater Push Back (2+3)","","03h 50m","",2.5,"333.00",41
122,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Ankita Paribahan(Parameswar)","A/C Seater (2+3)","","04h 10m","",2.5,"405.00",0
123,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Parisheba","AC Seater (2+3)","","04h 10m","",2.5,"333.00",20
124,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Parisheba","AC Seater (2+3)","","04h 10m","",2.5,"333.00",20
125,"Kolkata to Mandarmani","https://www.redbus.in/bus-tickets/kolkata-to-mandarmani","Snemita Pariseba(Santosh)","AC Seater (2+3)","","03h 55m","",2.5,"333.00",15
126,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan(Shinjini)","A/C Seater (2+3)","","05h 25m","",3.8,"288.00",0
127,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","City Express (Shinjini)","AC Seater (2+3)","","05h 25m","",3.6,"288.00",0
128,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Satya Paribahan","A/C Seater (2+3)","","04h 45m","",3,"320.00",0
129,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 35m","",3.4,"238.00",0
130,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","The Joy Ride","A/C Seater / Sleeper (2+2)","","05h 15m","",3.9,"520.00",0
131,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan (Shinjini)","AC Seater (2+3)","","04h 40m","",2.3,"288.00",0
132,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Parameswar Travels","A/C Seater Push Back (2+3)","","06h 00m","",1.6,"238.00",0
133,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Aradhana Travels","A/C Seater / Sleeper (2+2)","","04h 25m","",1.5,"450.00",20
134,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Aradhana Travels","A/C Seater / Sleeper (2+1)","","04h 29m","",1.6,"450.00",39
135,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Parisheba(Santosh)","A/C Seater Push Back (2+3)","","05h 20m","",2.2,"333.00",0
136,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Snemita Paribahan","A/C Seater (2+3)","","04h 30m","",2.1,"333.00",0
137,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Aradhana Bus Service","A/C Seater / Sleeper (2+2)","","05h 00m","",1.2,"550.00",0
138,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Arunita Paribahan","A/C Seater (2+3)","","04h 55m","",1.7,"333.00",0
139,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","RAYAN","A/C Seater / Sleeper (2+1)","","05h 20m","",2.3,"500.00",0
140,"Digha to Kolkata","https://www.redbus.in/bus-tickets/digha-to-kolkata","Aradhana Travels","Non AC Seater (2+3)","","05h 40m","",1.5,"450.00",0
141,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-KOLKATA - DIGHA - 23:30 (DIGHA DEPOT) - 3988","Non AC Seater (2+3)","","04h 30m","",3.9,"155.00",0
142,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745","Non AC Seater (2+3)","","04h 30m","",4.3,"155.00",0
143,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)","","05h 00m","",4.6,"300.00",0
144,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels(Maa Chandi)","A/C Seater / Sleeper (2+2)","","05h 13m","",4.3,"338.00",0
145,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Mayuri Express","AC Seater (2+2)","","05h 15m","",4.1,"280.00",0
146,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","AdSagufta Travels (Santosh)","A/C Seater / Sleeper (2+2)","","04h 10m","",3.6,"324.00",0
147,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Express Line","VE A/C Seater (2+2)","","05h 00m","",4.3,"299.00",0
148,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Maa Chandi Travels","A/C Seater / Sleeper (2+2)","","05h 13m","",4.1,"400.00",0
149,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Bhorpet Travels)","AC Seater (2+2)","","04h 40m","",4.3,"338.00",0
150,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 15m","",3.2,"213.00",0
151,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 01m","",3.2,"213.00",0
152,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Snemita Paribahan (Bhorpet)","AC Seater (2+2)","","04h 50m","",3.7,"320.00",0
153,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Shinjini)","AC Seater (2+2)","","04h 50m","",3.9,"320.00",0
154,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels(Angel)","A/C Seater (2+2)","","05h 12m","",4.2,"291.00",0
155,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Sagufta Travels (Mayuri)","A/C Seater (2+2)","","04h 45m","",3.8,"338.00",0
156,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","City Express (Shinjini)","AC Seater (2+3)","","05h 05m","",2.9,"333.00",0
157,"Kolkata to Digha","https://www.redbus.in/bus-tickets/kolkata-to-digha","Parameswar Travels","A/C Seater Push Back (2+3)","","05h 05m","",2.5,"285.00",0
